Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
V5745161220001|POST-RIB10-SPAR-FRONT|AU|AC2|AG01|BMS7-26|Aluminum Alloy 2024
V5745161220101|POST-RIB10-SPAR-FRONT|BK|AP1|AG01|BMS7-304|Aluminum Alloy 7075
V5745161320001|POST-RIB11-SPAR-FRONT|N/A|AP|AG01|BMS7-26|Aluminum Alloy 2024
V5745161320101|POST-RIB11-SPAR-FRONT|V01|E01|AG01|BMS7-26|Aluminum Alloy 2024
V5745161420001|POST-RIB12-SPAR-FRONT|Z01|F01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745161420101|POST-RIB12-SPAR-FRONT|W|AD1|AG01|BMS7-304|Aluminum Alloy 7075
V5745161520001|POST-RIB13-SPAR-FRONT|T|D02|AG01|ABP3-2101|Aluminum Alloy 7075
V5745161520101|POST-RIB13-SPAR-FRONT|AN|C|AG01|ABP3-7101|15-5PH Stainless Steel
V5745161620001|POST-RIB14-SPAR-FRONT|U02|W01|AG01|ABP3-4201|Titanium Alloy Plate
V5745161620101|POST-RIB14-SPAR-FRONT|AV|BA|AG01|ABP3-7101|15-5PH Stainless Steel
V5745161720001|POST-RIB15-SPAR-FRONT|D00|BD|AG01|AMS5643|Stainless Steel 321
V5745161720101|POST-RIB15-SPAR-FRONT|F|AV|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745161820001|POST-RIB16-SPAR-FRONT|Y|AN|AG01|BMS7-304|Aluminum Alloy 7075
V5745161820101|POST-RIB16-SPAR-FRONT|BK|AE|AG01|AMS5643|Stainless Steel 321
V5745161920001|POST-RIB17-SPAR-FRONT|J|AQ|AG01|BMS7-380|Stainless Steel 15-5PH
V5745161920101|POST-RIB17-SPAR-FRONT|E00|D02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745162020001|POST-RIB18-SPAR-FRONT|U02|AH|AG01|BMS7-26|Aluminum Alloy 2024
V5745162020101|POST-RIB18-SPAR-FRONT|BG|C00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745162120001|POST-RIB19-SPAR-FRONT|W01|AJ|AG01|ABP3-2304|Aluminum Alloy 2024
V5745162120101|POST-RIB19-SPAR-FRONT|E01|A00|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745162220001|POST-RIB20-SPAR-FRONT|F02|E01|AG01|ABP3-4201|Titanium Alloy Plate
V5745162220101|POST-RIB20-SPAR-FRONT|E|C00|AG01|BMS7-304|Aluminum Alloy 7075
V5745162420001|POST-RIB22-SPAR-FRONT|D|L|AG01|BMS7-304|Aluminum Alloy 7075
V5745162420101|POST-RIB22-SPAR-FRONT|AD1|AP1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745162520001|POST-RIB23-SPAR-FRONT|J|AA|AG01|BMS7-304|Aluminum Alloy 7075
V5745162520101|POST-RIB23-SPAR-FRONT|AB|AP1|AG01|BMS7-26|Aluminum Alloy 2024
V5745163020001|POST-RIB25-SPAR-FRONT|BD|J01|AG01|BMS7-304|Aluminum Alloy 7075
V5745163020101|POST-RIB25-SPAR-FRONT|Q|T01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745163120001|POST-RIB26-SPAR-FRONT|AB|Q|AG01|ABP3-7101|15-5PH Stainless Steel
V5745163120101|POST-RIB26-SPAR-FRONT|E02|AV|AG01|ABP3-2304|Aluminum Alloy 2024
V5745163220001|POST-RIB27-SPAR-FRONT|L|AC|AG01|BMS7-380|Stainless Steel 15-5PH
V5745163220101|POST-RIB27-SPAR-FRONT|C|A|AG01|ABP3-7101|15-5PH Stainless Steel
V5745163320001|POST-RIB28-SPAR-FRONT|G|M|AG01|ABP3-7101|15-5PH Stainless Steel
V5745163320101|POST-RIB28-SPAR-FRONT|V01|T01|AG01|AMS5643|Stainless Steel 321
V5745163420001|POST-RIB29-SPAR-FRONT|AB1|V01|AG01|AMS5643|Stainless Steel 321
V5745163420101|POST-RIB29-SPAR-FRONT|BB|T01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745163520001|POST-RIB30-SPAR-FRONT|G02|C|AG01|ABP3-4201|Titanium Alloy Plate
V5745163520101|POST-RIB30-SPAR-FRONT|F01|M01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745163620001|POST-RIB31-SPAR-FRONT|AG1|Z01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745163620101|POST-RIB31-SPAR-FRONT|BK|A00|AG01|BMS7-304|Aluminum Alloy 7075
V5745163720001|POST-RIB32-SPAR-FRONT|J|U02|AG01|ABP3-7101|15-5PH Stainless Steel
V5745163720101|POST-RIB32-SPAR-FRONT|AC2|AT|AG01|ABP3-2101|Aluminum Alloy 7075
V5745165420001|POST-RIB7-SPAR-FRONT|AK|Y|AG01|ABP3-7101|15-5PH Stainless Steel
V5745165420101|POST-RIB7-SPAR-FRONT|AJ|D03|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745175420001|PULL OFF FTG RIB 2|B01|N|AG01|BMS7-26|Aluminum Alloy 2024
V5745175420101|PULL OFF FTG RIB 2|Y|B|AG01|ABP3-4201|Titanium Alloy Plate
V5745175420201|PULL OFF FTG RIB 2|AW|AN|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745175420301|PULL OFF FTG RIB 2|B|T01|AG01|ABP3-4201|Titanium Alloy Plate
V5745175520001|PULL OFF FTG RIB 5&6|AR|R|AG01|AMS5643|Stainless Steel 321
V5745175520201|PULL OFF FTG RIB 5&6|AN|AB1|AG01|ABP3-4201|Titanium Alloy Plate
V5745175520401|PULL OFF FTG RIB 5&6|U|D|AG01|BMS7-380|Stainless Steel 15-5PH
V5745175520601|PULL OFF FTG RIB 5&6|H|AE|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745175520801|PULL OFF FTG RIB 5&6|AD1|G02|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745175521001|PULL OFF FTG RIB 5&6|AQ|AC|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745175521201|PULL OFF FTG RIB 5&6|F02|U02|AG01|BMS7-304|Aluminum Alloy 7075
V5745175521401|PULL OFF FTG RIB 5&6|AG1|L01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745175620001|PULL OFF FTG RIB 4|E01|AD|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745175620101|PULL OFF FTG RIB 4|C00|H|AG01|BMS7-380|Stainless Steel 15-5PH
V5745175620201|PULL OFF FTG RIB 4|T01|B01|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745175620301|PULL OFF FTG RIB 4|AN1|B01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745175720001|PULL OFF FTG RIB 3|AB1|AK|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745175720101|PULL OFF FTG RIB 3|K|AJ|AG01|BMS7-304|Aluminum Alloy 7075
V5745175720201|PULL OFF FTG RIB 3|AK|T|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745175720301|PULL OFF FTG RIB 3|F01|AU|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745177520001|POST-RIB21-SPAR-FRONT|M01|V01|AG01|ABP3-4201|Titanium Alloy Plate
V5745177520101|POST-RIB21-SPAR-FRONT|B01|AD|AG01|ABP3-4201|Titanium Alloy Plate
V5745178920001|POST-RIB24-SPAR-FRONT|A00|D|AG01|ABP3-7101|15-5PH Stainless Steel
V5745178920101|POST-RIB24-SPAR-FRONT|Z01|D02|AG01|BMS7-304|Aluminum Alloy 7075
V5745180120000|JOINT PLATE|B01|V01|AG01|BMS7-304|Aluminum Alloy 7075
V5745180120100|JOINT PLATE|AN1|W|AG01|BMS7-380|Stainless Steel 15-5PH
V5745180420000|STIFFENER-UPPER-RJ-LE|B01|F01|AG01|AMS5643|Stainless Steel 321
V5745180420100|STIFFENER-UPPER-RJ-LE|AR|AD|AG01|AMS5643|Stainless Steel 321
V5745180520000|STIFFENER-LOWER-RJ-LE|F02|E00|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745180520100|STIFFENER-LOWER-RJ-LE|AW|A00|AG01|BMS7-304|Aluminum Alloy 7075
V5745184620001|STRAP|BB|D01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745198920001|BRACKET LH|F|Z01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745198920201|BRACKET RIB 2|E02|AD1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745198920301|BRACKET RIB 2|AN1|M01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745198920401|BRACKET RIB 2|BG|AB1|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745198920501|BARCKET RIB 2|S|A|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745199120001|BRACKET R1B1 LWR LH|AC|BH|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745199120101|BRACKET R1B1 LWR RH|F02|W|AG01|BMS7-380|Stainless Steel 15-5PH
V5745199220001|BRACKET LH|V01|E01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745199220101|BRACKET RH|BG|T01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745199320001|MACHINED ANGLE RIB 1|AP|G02|AG01|BMS7-26|Aluminum Alloy 2024
V5745199320101|MACHINED ANGLE RIB 1|BH|AG|AG01|BMS7-26|Aluminum Alloy 2024
V5745199420001|MACHINED ANGLE RIB 1|S02|B00|AG01|BMS7-304|Aluminum Alloy 7075
V5745199420101|MACHINED ANGLE RIB 1|D01|AD1|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745199520001|MACHINED ANGLE RIB 1|D02|AB1|AG01|ABP3-4201|Titanium Alloy Plate
V5745199520101|MACHINED ANGLE RIB 1|A00|AQ|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745199620001|MACHINED ANGLE RIB 1|AU|AD|AG01|BMS7-380|Stainless Steel 15-5PH
V5745199620101|MACHINED ANGLE RIB 1|AG|G|AG01|BMS7-26|Aluminum Alloy 2024
V5745199720001|MACHINED ANGLE RIB 2|AN|G|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745199720101|MACHINED ANGLE RIB 2|F02|C00|AG01|BMS7-26|Aluminum Alloy 2024
V5745199820001|MACHINED ANGLE RIB 2|G|E00|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745199820101|MACHINED ANGLE RIB 2|E00|Z|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745200920001|T-PIECE RIB 2|AS|AL|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745200920101|T-PIECE RIB 2|AB1|BG|AG01|BMS7-26|Aluminum Alloy 2024
V5745201220000|BUTTSTRAP LOWER ASSY|AS|S02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745201220100|BUTTSTRAP LOWER ASSY|P|E00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745224320001|POST RIB 2|V01|P|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745224320101|POST RIB 2|AD1|N|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745224420001|POST RIB 3|U|G02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745224420101|POST RIB 3|Q|C|AG01|BMS7-304|Aluminum Alloy 7075
V5745224520001|POST RIB 4|J|G02|AG01|BMS7-304|Aluminum Alloy 7075
V5745224520101|POST RIB 4|D|E|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745224620001|POST RIB 5|S|Y|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745224620101|POST RIB 5|AT|AH|AG01|AMS5643|Stainless Steel 321
V5745224720001|POST RIB 6|Y|S02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745224720101|POST RIB 6|C|C00|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745224820001|POST RIB 8|L01|P|AG01|BMS7-304|Aluminum Alloy 7075
V5745224820101|POST RIB 8|AB1|AC2|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745230520001|PLATE FUNK|AK|AS|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745230520101|PLATE FUNK|B00|T01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745233120001|RIB 1 CLOSING PLATE|BD|U02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745233120101|RIB 1 CLOSING PLATE|T01|AR|AG01|ABP3-7101|15-5PH Stainless Steel
V5745233220001|GEARBOX ADAPTOR|V01|AT|AG01|ABP3-2101|Aluminum Alloy 7075
V5745233220002|GEARBOX ADAPTOR|AD|E01|AG01|BMS7-304|Aluminum Alloy 7075
V5745233920001|PULL OFF FTG RIB 2|T|B00|AG01|ABP3-4201|Titanium Alloy Plate
V5745233920101|PULL OFF FTG RIB 2|AP1|L|AG01|ABP3-2101|Aluminum Alloy 7075
V5745233920201|PULL OFF FTG RIB 2|D03|M01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745233920301|PULL OFF FTG RIB 2|AC2|P|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745234020001|PULL OFF FTG RIB 3|U01|H|AG01|BMS7-304|Aluminum Alloy 7075
V5745234020101|PULL OFF FTG RIB 3|G|U01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745234020201|PULL OFF FTG RIB 3|AN1|Z01|AG01|BMS7-26|Aluminum Alloy 2024
V5745234020301|PULL OFF FTG RIB 3|AB1|BK|AG01|AMS5643|Stainless Steel 321
V5745234120001|PULL OFF FTG RIB 4|A|AW|AG01|AMS5643|Stainless Steel 321
V5745234120101|PULL OFF FTG RIB 4|D|J|AG01|ABP3-4201|Titanium Alloy Plate
V5745234120201|PULL OFF FTG RIB 4|E01|H|AG01|ABP3-4201|Titanium Alloy Plate
V5745234120301|PULL OFF FTG RIB 4|M01|M|AG01|ABP3-2304|Aluminum Alloy 2024
V5745234220001|PULL OFF FTG OUTBD|AN|U01|AG01|BMS7-304|Aluminum Alloy 7075
V5745234220201|PULL OFF FTG OUTBD|W|C00|AG01|ABP3-4201|Titanium Alloy Plate
V5745234220401|PULL OFF FTG OUTBD|L|A00|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745234220601|PULL OFF FTG OUTBD|B01|H|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745234320001|PULL OFF FTG RIB 2|L01|S02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745234320101|PULL OFF FTG RIB 2|Y|U02|AG01|BMS7-304|Aluminum Alloy 7075
V5745234320201|PULL OFF FTG RIB 2|B|U|AG01|ABP3-2101|Aluminum Alloy 7075
V5745234320301|PULL OFF FTG RIB 2|AP|AG1|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745238600200|EQUIPPED BUTTSTRAP (LH)|Z|Z|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745238600300|EQUIPPED BUTTSTRAP (RH)|AP|AL|AG01|BMS7-26|Aluminum Alloy 2024
V5745238700000|EQUIPPED BUTTSTRAP (LH)|AE|C|AG01|BMS7-26|Aluminum Alloy 2024
V5745238700100|EQUIPPED BUTTSTRAP (RH)|S|W|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745239920001|INTERCOSTAL LWR INBD|BG|D|AG01|ABP3-2101|Aluminum Alloy 7075
V5745239920101|INTERCOSTAL LWR INBD|P|F02|AG01|BMS7-304|Aluminum Alloy 7075
V5745240820001|BUTTSTRAP LWR JOINT|G02|AH|AG01|BMS7-26|Aluminum Alloy 2024
V5745240820101|BUTTSTRAP LWR JOINT|T|Z01|AG01|BMS7-26|Aluminum Alloy 2024
V5745240920001|BUTTSTRAP LWR JOINT|AB|L|AG01|BMS7-380|Stainless Steel 15-5PH
V5745240920101|BUTTSTRAP LWR JOINT|AB1|W01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745241020001|BUTTSTRAP LOWER JOINT|W01|Z|AG01|BMS7-380|Stainless Steel 15-5PH
V5745241020101|BUTTSTRAP LOWER JOINT|N/A|U|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745241120001|BUTTSTRAP LOWER JOINT|AD|M|AG01|ABP3-2304|Aluminum Alloy 2024
V5745241120101|BUTTSTRAP LOWER JOINT|BG|U02|AG01|ABP3-7101|15-5PH Stainless Steel
V5745241520001|BUTTSTRAP LWR JOINT|S01|AA|AG01|BMS7-26|Aluminum Alloy 2024
V5745241520101|BUTTSTRAP LWR JOINT|V01|AV|AG01|BMS7-380|Stainless Steel 15-5PH
V5745241720001|BUTTSTRAP LWR JOINT|U|S01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745241720101|BUTTSTRAP LWR JOINT|BB|BA|AG01|BMS7-26|Aluminum Alloy 2024
V5745243120001|BUTTSTRAP LWR JOINT|AM|BB|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745243120101|BUTTSTRAP LWR JOINT|W|W|AG01|ABP3-2101|Aluminum Alloy 7075
V5745243520001|BUTTSTRAP 7 UPPER|D01|D02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745243520101|BUTTSTRAP 7 UPPER|W|S02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745243720001|BUTTSTRAP LWR JOINT|AW|G|AG01|BMS7-26|Aluminum Alloy 2024
V5745243720101|BUTTSTRAP LWR JOINT|D|AJ|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745243920001|BUTTSTRAP LWR JOINT|F01|N/A|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745243920101|BUTTSTRAP LWR JOINT|N/A|AB1|AG01|ABP3-2101|Aluminum Alloy 7075
V5745244120001|BUTTSTRAP LOWER JOINT|L|AK|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745244120101|BUTTSTRAP LOWER JOINT|AM|AK|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745245100000|EQUIPPED BUTTSTRAP|F|AD1|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745245100100|EQUIPPED BUTTSTRAP|C|M|AG01|ABP3-7101|15-5PH Stainless Steel
V5745245100200|EQUIPPED BUTTSTRAP|E00|N|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745245100300|EQUIPPED BUTTSTRAP|U01|BA|AG01|ABP3-2304|Aluminum Alloy 2024
V5745245120000|BUTTSTRAP 2 PNL 2|AG|C01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745245120100|BUTTSTRAP 2 PNL 2|A|AD2|AG01|ABP3-4201|Titanium Alloy Plate
V5745249220001|BUTTSTRAP LOWER JOINT|L01|A|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745249220101|BUTTSTRAP LOWER JOINT|D01|AQ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745249320001|BUTTSTRAP LWR JOINT|D00|AU|AG01|BMS7-304|Aluminum Alloy 7075
V5745249320101|BUTTSTRAP LWR JOINT|AA|AA|AG01|BMS7-380|Stainless Steel 15-5PH
V5745249420001|BUTTSTRAP LWR JOINT|G02|S|AG01|ABP3-2304|Aluminum Alloy 2024
V5745249420101|BUTTSTRAP LWR JOINT|AJ|AD|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745250220001|BUTTSTRAP 1 INBD UPPER|M|F|AG01|ABP3-2101|Aluminum Alloy 7075
V5745250220101|BUTTSTRAP 1 INBD UPPER|L01|AS|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745250420001|SEAL GUIDE HR 1|AC|AS|AG01|ABP3-2304|Aluminum Alloy 2024
V5745250420101|SEAL GUIDE HR 1|W01|J01|AG01|BMS7-304|Aluminum Alloy 7075
V5745250520001|SEAL GUIDE HR 2|S02|AM|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745250520101|SEAL GUIDE HR 2|BK|D00|AG01|BMS7-26|Aluminum Alloy 2024
V5745250620001|SEAL GUIDE HR 3|P|BK|AG01|ABP3-7101|15-5PH Stainless Steel
V5745250620101|SEAL GUIDE HR 3|BK|AE|AG01|BMS7-26|Aluminum Alloy 2024
V5745250720001|SEAL GUIDE HR 4|K|F02|AG01|BMS7-26|Aluminum Alloy 2024
V5745250720101|SEAL GUIDE HR 4|AU|E01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745250820001|SEAL GUIDE HR 5|Z|S|AG01|ABP3-2304|Aluminum Alloy 2024
V5745250820101|SEAL GUIDE HR 5|W01|D00|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745263920001|BUTTSTRAP LWR JOINT|F01|AQ|AG01|BMS7-304|Aluminum Alloy 7075
V5745263920101|BUTTSTRAP LWR JOINT|C01|U02|AG01|ABP3-7101|15-5PH Stainless Steel
V5745264020001|BUTTSTRAP LWR JOINT|U|R|AG01|BMS7-26|Aluminum Alloy 2024
V5745264020101|BUTTSTRAP LWR JOINT|G|AB|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745264120001|BUTTSTRAP LWR JOINT|U|F01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745264120101|BUTTSTRAP LWR JOINT|BH|M01|AG01|BMS7-304|Aluminum Alloy 7075
V5745264320001|STRAP|C00|AG1|AG01|BMS7-380|Stainless Steel 15-5PH
V5745279000000|BUTTSTRAP 1 AFT ASSY|B00|G|AG01|AMS5643|Stainless Steel 321
V5745279020000|BUTTSTRAP 1 REFUEL|BH|V01|AG01|BMS7-304|Aluminum Alloy 7075
V5745279100000|BUTTSTRAP 2 AFT ASSY|BD|H01|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745279120000|BUTTSTRAP 2 REFUEL|L01|D|AG01|AMS5643|Stainless Steel 321
V5745279200000|BUTTSTRAP 3 AFT ASSY|J|AC2|AG01|AMS5643|Stainless Steel 321
V5745279220000|BUTTSTRAP 3 REFUEL|Z01|AA|AG01|AMS5643|Stainless Steel 321
V5745284420001|BRACKET, SHEAR|C00|S|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745284420101|BRACKET, SHEAR|AB1|AG|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745290420001|BRACKET GEARBOX R2|C|AD|AG01|ABP3-4201|Titanium Alloy Plate
V5745290420101|BRACKET GEARBOX R2|E|V01|AG01|ABP3-4201|Titanium Alloy Plate
V5745291220001|BUTTSTRAP LWR JOINT|T|D02|AG01|BMS7-304|Aluminum Alloy 7075
V5745291220101|BUTTSTRAP LWR JOINT|AP1|AV|AG01|BMS7-26|Aluminum Alloy 2024
V5745291320001|BUTTSTRAP LWR JOINT|AT|D01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745291320101|BUTTSTRAP LWR JOINT|W|L|AG01|BMS7-26|Aluminum Alloy 2024
V5745291420001|BUTTSTRAP LWR JOINT|BD|M|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745291420101|BUTTSTRAP LWR JOINT|AA|D|AG01|ABP3-2304|Aluminum Alloy 2024
V5745312720001|BUTTSTRAP LONGERON (LH)|AN|AB1|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745312720101|BUTTSTRAP LONGERON (RH)|BA|D02|AG01|BMS7-26|Aluminum Alloy 2024
V5745316020001|BUTTSTRAP LWR JOINT|D01|H01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745316020101|BUTTSTRAP LWR JOINT|D00|W|AG01|BMS7-26|Aluminum Alloy 2024
V5745316120001|BUTTSTRAP LWR JOINT|L01|Y|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745316120101|BUTTSTRAP LWR JOINT|B01|AL|AG01|BMS7-26|Aluminum Alloy 2024
V5745316220001|BUTTSTRAP LWR JOINT|BH|AT|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745316220101|BUTTSTRAP LWR JOINT|L01|N/A|AG01|BMS7-26|Aluminum Alloy 2024
V5745316320001|BUTTSTRAP LWR JOINT|U02|B01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745316320101|BUTTSTRAP LWR JOINT|E00|AC|AG01|BMS7-26|Aluminum Alloy 2024
V5745316420001|BUTTSTRAP LWR JOINT|BA|BA|AG01|BMS7-380|Stainless Steel 15-5PH
V5745316420101|BUTTSTRAP LWR JOINT|AK|A00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745316520001|BUTTSTRAP LWR JOINT|BA|Q|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745316520101|BUTTSTRAP LWR JOINT|BG|Q|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745316620001|BUTTSTRAP LWR JOINT|BG|AK|AG01|ABP3-4201|Titanium Alloy Plate
V5745316620101|BUTTSTRAP LWR JOINT|T01|D|AG01|ABP3-2304|Aluminum Alloy 2024
V5745316720001|BUTTSTRAP LWR JOINT|BK|B|AG01|ABP3-4201|Titanium Alloy Plate
V5745316720101|BUTTSTRAP LWR JOINT|AL|D01|AG01|BMS7-304|Aluminum Alloy 7075
V5745316820001|BUTTSTRAP LWR JOINT|D00|M01|AG01|BMS7-26|Aluminum Alloy 2024
V5745316820101|BUTTSTRAP LWR JOINT|AJ|D00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745316920001|BUTTSTRAP LOWER JOINT|D02|A|AG01|ABP3-4201|Titanium Alloy Plate
V5745316920101|BUTTSTRAP LOWER JOINT|H01|AD1|AG01|BMS7-304|Aluminum Alloy 7075
V5745317020001|BUTTSTRAP LOWER JOINT|A|F01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745317020101.|BUTTSTRAP LOWER JOINT|AR|E|AG01|BMS7-304|Aluminum Alloy 7075
V5745317120001|BUTTSTRAP LOWER JOINT|B00|W|AG01|BMS7-26|Aluminum Alloy 2024
V5745317120101|BUTTSTRAP LOWER JOINT|U01|E|AG01|BMS7-304|Aluminum Alloy 7075
V5745317220001|BUTTSTRAP LOWER JOINT|AP1|P|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317220101|BUTTSTRAP LOWER JOINT|AD|D|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317320001|BUTTSTRAP LOWER JOINT|C01|D03|AG01|BMS7-380|Stainless Steel 15-5PH
V5745317320101|BUTTSTRAP LOWER JOINT|H01|AE|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745317420001|BUTTSTRAP LOWER JOINT|G|V01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317420101|BUTTSTRAP LOWER JOINT|AL|AA|AG01|AMS5643|Stainless Steel 321
V5745317520001|BUTTSTRAP LOWER JOINT|L01|F|AG01|ABP3-2101|Aluminum Alloy 7075
V5745317520101|BUTTSTRAP LOWER JOINT|A00|E00|AG01|ABP3-4201|Titanium Alloy Plate
V5745317620001|BUTTSTRAP LOWER JOINT|E|Q|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745317620101|BUTTSTRAP LOWER JOINT|AR|T|AG01|ABP3-2304|Aluminum Alloy 2024
V5745317720001|BUTTSTRAP LWR JOINT|J01|E|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745317720101|BUTTSTRAP LWR JOINT|U01|BG|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745317820001|BUTTSTRAP LWR JOINT|AN|BK|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317820101|BUTTSTRAP LWR JOINT|AD|S01|AG01|BMS7-304|Aluminum Alloy 7075
V5745317920001|BUTTSTRAP LOWER JOINT|BH|A|AG01|BMS7-304|Aluminum Alloy 7075
V5745317920002|BUTTSTRAP LWR JOINT (LH)|J01|D03|AG01|ABP3-2304|Aluminum Alloy 2024
V5745317920101|BUTTSTRAP LOWER JOINT|P|W|AG01|BMS7-26|Aluminum Alloy 2024
V5745317920102|BUTTSTRAP LWR JOINT (RH)|AK|B00|AG01|BMS7-304|Aluminum Alloy 7075
